PMID, Ack, Gender 
21489225, DTMBio,???
21447171, Dr Shi Haixiang,???
21447171, Dr Zheng Zejun,???
21447171, Dr Liu Weiguo,???
21450054, Casadio,???
21450054, Cavalcanti,???
21453511, Tao Yue,???
21453511, Erandi De Silva,???
21453511, Hani Goodarzi,???
21375730, Michael Smith,male
21375730, Jean Muller,both
21375730, Christian Delamarche,male
21375730, Matthias E Futschik,male
21385424, Melanie Bahlo,female
21385424, David R Booth,male
21385424, Simon A Broadley,male
21385424, Matthew A Brown,male
21385424, Simon J Foote,male
21385424, Lyn R Griffiths,female
21385424, Trevor J Kilpatrick,male
21385424, Jeanette Lechner-Scott,female
21385424, Pablo Moscato,male
21385424, Perreau,???
21385424, Justin P Rubio,male
21385424, Rodney J Scott,male
21385424, Jim Stankovich,male
21385424, Graeme J Stewart,male
21385424, Bruce V Taylor,male
21385424, James Wiley,both
21385424, Matthew A Brown,male
21385424, David R Booth,male
21385424, Glynnis Clarke,male
21385424, Mathew B Cox,male
21385424, Peter,male
21385424, Patrick Danoy,male
21385424, Joanne L Dickinson,female
21385424, Karen Drysdale,female
21385424, Judith Field,female
21385424, Simon J Foote,male
21385424, Judith M Greer,female
21385424, Lyn R Griffiths,female
21385424, Preethi Guru,???
21385424, Johanna Hadler,female
21385424, Ella Hoban,female
21385424, Brendan J McMorran,male
21385424, Cathy J Jensen,female
21385424, Laura J Johnson,female
21385424, Ruth McCallum,female
21385424, Marilyn Merriman,female
21385424, Tony Merriman,male
21385424, Andrea Polanowski,female
21385424, Karena Pryce,???
21385424, Rodney J Scott,male
21385424, Graeme J Stewart,male
21385424, Lotfi Tajouri,???
21385424, Lucy Whittock,female
21385424, Ella J Wilkins,female
21385424, Justin P Rubio,male
21385424, Melanie Bahlo,female
21385424, Matthew A Brown,male
21385424, Brian L Browning,male
21385424, Sharon R Browning,female
21385424, Devindri Perera,???
21385424, Justin P Rubio,male
21385424, Jim Stankovich,male
21385424, Simon Broadley,male
21385424, Helmut Butzkueven,???
21385424, William M Carroll,male
21385424, Caron Chapman,female
21385424, Allan G Kermode,male
21385424, Mark Marriott,male
21385424, Deborah Mason,female
21385424, Michael P Pender,male
21385424, Mark Slee,male
21385424, Niall Tubridy,???
21385424, Jeanette Lechner-Scott,female
21385424, Bruce V Taylor,male
21385424, Ernest Willoughby,male
21385424, Trevor J Kilpatrick,male
21385424, Alexandra Hospital,female
21385424, Botnar,???
21385424, Biomarker Discovery,???
21385424, Charles Gairdner Hospital,male
21385424, Patrick Danoy,male
21385424, Melanie Bahlo,female
21385424, Jim Stanokvich,male
21385424, Dan Peiffer,male
21385424, Mike Inouye,male
21385424, Eleni Giannoulatou,???
21385424, Marvin Newhouse,male
21385424, Jiong Yang,???
21385424, Keith Satterley,male
21385424, Marc Carlson,male
21385430, Diane Nicholls,female
21385435, Jo?l Vandekerckhove,???
21385435, Meltzer,???
21385435, Wissenschaft,???
21385461, Trey Chadick,male
21385461, Ren Lis,???
21385461, Stephen Hanson,male
21385461, Nick Arnold,male
21385461, Nicholas Shulman,male
21385461, Brendan MacLean,male
21385461, George Snelling,male
21385461, Jess Garms,male
21385461, Tamra Myers,female
21385461, Steven Self,male
21385461, SCHARP,???
21385461, Thula Weisel,???
21385461, Magaret,???
21385461, Cassy Jarvis,male
21385461, Valerie Obenchain,female
21385461, Jon Ringuette,male
21385461, Atlas,male
21385461, Shane Coultas,male
21385461, Robert Kleemann,male
21385461, Sravani Cheeti,???
21385461, Cristine Cooper-Trenbeath,female
21385461, Mija Lee,both
21385461, Julie Stofel,female
21385461, Geoffrey Snyder,male
21385461, Barton Haynes,male
21385461, CHAVI,???
21385461, Kelly Soderberg,male
21385461, David Montefiori,male
21385461, Michael Seaman,male
21385461, Kelli Greene,female
21385461, Hongmei Gao,???
21385461, John Boyle,both
21385461, Sarah Killcoyne,female
21385461, Melinda Gates Foundation,female
21388547, Cheng Li Lab,???
21569281, Elizabeth Kelly,female
21569281, Andy Jenkinson,male
21569267, Sloan,female
21569267, Glenna Smith,female
21569267, Melissa Cline,female
21569267, Dent Earl,male
21569257, Dr Santiago Partida-Sanchez,male
21569257, Dennis J Horvath Jr,male
21569257, Dr Ashay,???
21569257, Patel,???
21569428, Dr Fiona Reid,female
21569428, Gary Mcgilvary,male
21569428, Miquel Orobitg,???
21569468, Postdoctoral Researcher,???
21569489, Ramona McCaffrey,female
21569498, Ewoud van Velzen,???
21569556, Dr Piero Carninci,???
21569556, Dr Kawaji Hideya,???
21569556, Fantom,???
21569556, Dr Monica Sleumer,female
21569556, Dr Greg Vatcher,male
21569556, Dr Jeff De Jong,male
21569556, Will Liao,male
21569556, Dr Pradipta Ray,male
21569556, David Martin,male
21569557, Grant,male
21569562, Shu Guang,???
21569575, Fornili,???
21569575, F Fraternali,???
21569575, J Kleinjung,???
21569575, Sadowski,???
21575183, Mark Wass,male
21575196, Peijian Cao,???
21575196, Fei,???
21575196, Xiao Li,???
21575196, Kui Lin,???
21575196, Donglin Huang,???
21575196, Christian Klukas,male
21575225, Dr Hui Jiang,???
21575225, Wong,male
21575225, Zhou,???
21575225, Zhou,???
21672185, Ana Tereza Vasconcelos,female
21586113, Dr Francisco,male
21586113, Dr Nuria Malats,???
21586113, Dr Manolis Kogevinas,???
21586113, CREAL,???
21586113, Dr Debra T Silverman,female
21586113, Rodr?guez-Santiago,???
21586134, Mine Edes,???
21586134, Turkan Haliloglu Also,???
21586134, Emek Demir,???
21586134, Nicolas Le Nov?re,male
21586134, Hiroaki Kitano,???
21586134, Martijn van Iersel,???
21586147, Anne-Kathrin Schultz,???
21586147, Mario Stanke,male
21586147, Michal N?n?si,male
21586147, Bro?a Brejov?,???
21586147, Tom?? Vina?,???
21586147, Anne-Kathrin Schultz,???
21586147, David R Cheriton Scholarship,male
21586169, Jean-Philippe Vert,???
21592348, Lichtenberg,???
21592412, Petri T?r?nen,???
21592412, Liisa Heikkinen,???
21595880, Kennisbasis,???
21595908, Kreil,???
21595908, Bardet,???
21595908, Leparc,???
21595926, Jos? Manuel Colom,male
21595989, Gregor Bindler,???
21595989, Dr Ferruccio Gadani,???
21599881, Rod Page,male
21599898, Jonas Berglund,male
21599898, Birt,male
21599898, Carl M?sak,male
21599898, Lena Lenhammar,female
21599898, Kristin Blom,female
21599902, Diego di Bernardo,male
21599929, Tom Kristensen,male
21599929, Anke St?ken,???
21599929, Thomas Haverkamp,male
21599929, Marie Davey,female
21599929, Russell Orr,male
21599929, Jon Br?te,male
21599929, Dan Kristofer Ree,male
21600029, Mandar Deshpande,???
21600029, Caenorhabditis,???
21600029, Ted Morgan,male
21605354, Kurt Hahn,male
21605356, Chris Freeland,male
21605356, Phil Cryer,male
21605356, Mike Lichtenberg,male
21605356, van Nieukerken,???
21605399, Aravind Joshi,???
21605399, Rashmi Prasad,???
21605399, Geraud Campion,???
21635719, Murali,???
21605434, Fabio Piano,???
21605434, Kao,???
21605434, Kao,???
21605434, Gary Bader,male
21605434, Fabio Piano,???
21605434, Nicole Noyes,female
21605461, Anne Morgat,female
21605463, Huang,???
21605466, Mr Abhirup Bandyopadhyay,???
21605466, Prof PKMohanty,???
21605466, Dipak Dasgupta,???
21609452, Dr Hege Edvardsen,???
21609452, Dr Jorg T?st,???
21609463, James Cole,both
21609463, Qiong Wang,???
21609463, Benli Chai,???
21609463, Shoko Iwai,???
21609463, Adina Howe,female
21609501, Dr Itay Mayrose,???
21609501, Butler,male
21612622, Marzanna K?nzli,???
21612622, Remy Brugmann,male
21612622, Hubert Rehrauer,male
21612622, Sirisha Aluri,???
21612622, Martin Ryan,male
21612622, Marco Wachtel,male
21612622, Lucia Bautista Borrego,female
21612630, JP S?nchez,???
21612630, Aguilar,???
21612630, Yang,???
21612630, Y Ramayo,???
21612668, Richard Porter,male
21612668, Stephanie Hennrich,female
21612673, Jiang,???
21612673, Mr Yoshihide Makino,???
21619611, Nova Smith,female
21619656, Otto A Malm,male
21619656, John,both
21619656, Birthe Meyer Foundation,male
21619662, Sam Griffiths-Jones,male
21619662, Uwe Ohler,???
21619662, Prof Zhongzhi Zhang,???
21619662, Clustal,???
21619662, Jalview,???
21619703, Eamonn Maguire,???
21619703, James Malone,both
21619703, Ugis Sarkans,???
21619703, Emma Hastings,female
21535878, Dr Iftikhar J Kullo,???
21627824, Robert Scharpf,male
21627824, Henrik Bengtsson,???
21627824, Kai Wang,male
21535899, Jose Manuel,male
21542920, Dr Nakako Shibagaki,???
21542920, Hiroshi Tsugawa,male
21542923, Luay Nakhleh,???
21545712, Chatelet,???
21545751, Marie Des Georges,female
21545751, Caroline Guittard,female
21548938, David Figueroa,male
21548938, Deepthi Chaturvedi,???
21548974, Catherine Ball,female
21554709, Michal Sabala,male
21554709, Mark Gerstein,male
21554709, Joel S Rozowsky,male
21554709, Bradley I Arshinoff,male
21554709, Guanming Wu,???
21554709, Zheng Zha,???
21554709, Marc Perry,male
21554709, Sonja Althammer,female
21554709, Zheng Zha,???
21554709, Shamit Soneji,???
21554709, Stephen Taylor,male
21554709, Ian Donaldson,male
21554709, Jasreet Hundal,???
21554720, Foster,male
21554720, Steinbr?ck,???
21554720, K Patil,???
21554720, Sommer,female
21554720, D Emig,???
21554720, Kneissl,???
21554720, D St?ckl,???
21554720, Feuerbach,???
22078224, John Lucas,both
22078224, Drs Dennis Watson,male
22078224, Caroline Reed,female
22078312, Martin Vingron,male
22078363, Samizo,???
22078363, Yamamoto,???
22078363, Science,???
22078363, Okazaki,???
22078435, Nevins,???
22078435, Jenny Freedman,female
22078435, Ashley Chi,male
22078435, Jeff VanDeusen,male
22078435, Daphne Friedman,female
22078435, Eran Andrechek,???
22078435, Holly Dressman,female
22078435, Andrea Bild,female
22082218, Edmond Y Lau,male
22085524, Marc Begin,male
22085540, Chris Rawlings,male
22085540, Dr Mansoor Saqi,???
22085540, John Lucas,both
22085540, Andrew Beacham,male
22085540, Thomas Baldwin,male
22085701, CoE,???
22085701, Tom Wilderjans,male
22087737, Kasper Hansen,???
22087737, Rafael Irizarry,male
22093447, Michael Kashon,male
22044581, Scott Edwards,male
22044581, Matthew Rasmussen,male
22044581, David Liberles,male
22044581, Matthew Hahn,male
22044602, Brandon Walts,male
22044602, Angela J McArthur,female
22044602, David R Galloway,male
22044602, McIntyre,???
22044602, Casella,???
['None'], Steven Leard,male
['None'], Suzi Smith,male
['None'], Burkhard Rost,???
['None'], Michal Linial,male
['None'], Peter Schuster,male
['None'], Kurt Zatloukal,male
['None'], Chad Myers,male
['None'], Ivet Bahar,???
['None'], Curtis Huttenhower,male
22099972, Dr Wei-Chun Kao,???
22099972, Dario Boffelli,male
22099972, David Martin,male
22099972, Lior Pachter,???
22103807, Dr Daniel Tenen,male
22103807, Dr David Scadden,male
22103807, Dr Len Zon,male
22103807, Dr Stuart Orkin,male
22103807, Dr Clemens Scherzer,male
22103807, Siavash Safarizadeh,???
22103807, Drupal,???
22111509, Thomas Brutnell,male
22168285, Rohit Gupta,???
22168340, David Senseman,male
22168401, Mid-career Researcher Program,???
22168447, Michal Gajda,male
22168447, Janusz Bujnicki,???
22168526, MURI,???
22115179, Paul Boddie,male
22115179, Sabry Razick,???
22115179, Sabry Razick,???
22115179, Birgitte Freiesleben de Blasio,???
22115179, Aaron Clauset,male
22115179, Laurent Dubroca,???
22115179, Katerina Michalickova,female
22115278, Dr Werner Vach,male
22115278, SCHU,???
22122862, Funda??o,???
22122862, Rafael Carreira,male
22122862, S?nia Carneiro,???
22122862, Rui Pereira,???
22372736, Rofina Yasmin Othman,female
22372736, Dr Amir Feisal Merican,male
22372736, Dr Mohd Basyaruddin Bin Abdul Rahman,male
22372736, Dr Suhaimi Napis,???
22372736, Shahir Shamsir Omar,male
22372736, Ms Kalaivani Nadarajah,???
22372736, Drs Reinhard Schneider,???
22372736, Scott Markel,male
22372736, Paul Horton,male
22372825, Sy Bing,???
22372825, Choi,???
22372859, Mr Akashah Hj Majizat Environmental,???
22372958, Wong,male
22373004, Andre Fujita,male
22373004, Rajapakse,???
22373013, Hazrina Yusof Hamdani,???
22373185, Dr Dominique Gorse,both
22129216, Dr Mingjie Xu,???
22129216, Matlab,???
22051375, Michael Zuker,male
22051375, Georg Sauthoff,???
22051375, Craig Zirbel,male
22050630, Mr Omid Abbasi,???
22050630, Mr Omid Omrani,???
22059886, Allan R Brasier,male
22059886, Alex Kurosky,male
22067142, Carol Whisnant,female
22070195, Matthew R Huska,male
22070195, PESCADOR,???
21985429, Dr Maria Aretoulaki,female
21985429, Dr Syed Amir Iqbal,male
21992011, Ralf Gey,???
21992011, Klaus Tschira Stiftung This,???
21995452, Francesco Falciani,male
21995452, Gianni Deh?,male
21995452, Christopher Penfold,male
21995452, Zoubin Ghahramani,???
21995452, Jim Griffin,male
21999117, Chenomx,???
21999355, Innovaci?n,???
21999355, Generalitat de Catalunya,???
21999355, Ramon,male
21999355, Nuria L?pez-Bigas,???
22166081, Amit Kumar,male
22166081, Dr Cannon,male
22166145, Ben B,male
22166145, Iris M Margolis,female
22165854, Richard L Stouder,male
22165854, Anthony V Palumbo,male
22165854, Waring Fincke,???
22165854, Marko Rodriguez,???
22165854, Gremlin,???
22166072, Amanda Alba,female
22166072, Eric Morales,male
22166072, Evenie Horton,male
22166072, Jorge Chao,male
22166072, Joshua Morrison,male
22166072, Robert Adelman,male
22166072, Andrew Peck,male
22166072, Mike Lewis,male
22165817, Dr Fred Regnier,male
22165817, Dr Jake Chen,male
22165817, Sumit Makashir,???
22165817, Hrishikesh Lokhande,???
22165817, David Michael Grobe,male
22165852, Dr Jason W Abernathy,male
22166000, Dr Helen Benes,female
22011106, Dr Valerie Desquiret-Dumas,female
22011170, King,male
22011170, King,male
22014212, Fundaci?n S?neca,???
22014212, Luis Pedro Garc?a,male
22014212, Luciana Delgado-Benarroch,female
22014212, Marta Pawluczyk,female
22014271, Lars Steinmetz,male
22014271, Raeka Aiyar,???
22017789, Anne Carpenter,female
22017789, Carolina W?hlby,female
22017798, Zhen Shao,???
22026913, Dr Ovidiu Ivanciuc,???
22026390, J?r?me Waldisp?hl,???
22026390, Mathieu Laval?e-Adam,???
22026390, Pablo Cingolani,male
22029426, Mirela Andronescu,???
22029426, Nathan Boley,male
22032721, Robert Bjornson,male
22032721, William Grenawitzke,male
22032721, Johan ?qvist,male
22032721, Trilok Shahi,???
22032770, Michael Ashburner,male
22032807, Javier Rios,male
22032807, Maximiliano Garcia,male
22032181, Isaac Kohane,male
22032181, Dr Marjorie Piechowski,female
22032181, Stephanie Nicholle Hill,female
22032230, Edward,male
22034914, Wallace,male
22034914, Coulter Foundation,???
22040322, Zhivko Duchev,???
22040322, Detlef Schulze,???
22151823, Sharon Regan,female
22151823, Kyle Bender,male
22151823, Daniel Frank,male
22151823, Kyle Laursen,male
22151823, Brendan O'Leary,male
22151823, Hernan Del Vecchio Their,male
22151823, Andrew Wong,male
22151823, Michael Conover,male
22151823, Azadeh Nematzadeh,???
22151823, Artemy Kolchinsky,???
22151872, Martin Romacker,male
22151872, Th?r?se Vachon,???
22151872, Manfred Klenner,???
22151901, Lynette Hirschman,female
22151901, Zhiyong Lu,female
22151901, John Wilbur,both
22151901, Rune S?tre,???
22151901, Sampo Pyysalo,???
22151901, Tomoko Ohta,???
22151901, Tsujii,???
22151901, J?rg Hakenberg,???
22151901, Isaac Kohane,male
22151901, Julien Gobeill,male
22151901, Emilie Pasche,female
22151901, Douglas Teodoro,male
22151901, Anne-Lise Veuthey,???
22151901, Arnaud Gaudinat,???
22151901, Gerold Schneider,male
22151901, Simon Clematide,male
22151901, Therese Vachon Team,female
22151901, Aditya K Sehgal,male
22151901, William A Baumgartner Jr,male
22151901, Kevin Bretonnel Cohen,male
22151901, Helen L Johnson,female
22151901, Christophe Roeder,male
22151901, Lawrence E Hunter,male
22151929, Wiley,male
22151929, Parthiban Srinivasan,???
22151929, Simon Clematide,male
22151929, Martin Romacker,male
22151929, Isaac Kohane,male
22151929, Huang,???
22151929, Yang,???
22151929, Marc Depaule,male
22151929, Elodie Drula,female
22151929, Christophe Marcelle The MyMiner,male
22151968, Ben Carterette,male
22151968, Kevin Cohen,male
22151968, Aditya K Sehgal,male
22151968, Han-Cheol Cho,???
22151968, Sampo Pyysalo,???
22151968, Tomoko Ohta,???
22151968, Tsujii GNSuite,???
22151999, Zhiyong Lu,female
22151999, Chun-Nan Hsu,???
22152021, Karin Verspoor,female
22152021, Christophe Roeder,male
22152021, Hsu,???
22151252, Won Kim,both
22151252, Larry Smith,male
21966893, Sorrento,???
22151330, Richard Friedberg,male
22151330, John Sikorski,both
22151330, Glenn Tesler,male
22151330, Simon Daefler,male
22151330, Nicholas Chiorazzi,male
22151715, Hadas Zur,???
22151715, Oded Schwartz,???
22151715, Elchanan Mossel,???
22151715, Eytan Ruppin,???
22151715, Martin Kupiec,male
22151715, Koshland,???
22151784, CNPq,???
22151970, Pascal Durrens,male
22152004, Palsson,???
22152004, Dr Jay Hong,male
22152004, Dr Bernhard O Palsson,male
22152053, Anne Bergeron,female
22152084, Yaron Butterfield,???
22152105, Feng-Chi Chen,???
22152105, Tsung-Kai Chang,???
22152123, John Simon Guggenheim Foundation,both
22152123, Luay Nakhleh,???
22152123, Yun Yu,???
22152123, Cecile An?,female
22152123, Luay Nakhleh,???
22152123, Noah Rosenberg,male
22152123, Steve Evans,male
22151231, CNPq,???
21975133, Innovaci?n,???
21975133, David Ter?s,male
21975162, George Magklaras,male
21975162, Harald Dahle,???
21977986, Shi Yu,???
21977986, Yves Moreau,???
21977986, Oded Magger,???
21977986, Matlab,???
21982331, Dr M Li,???
21982331, Zhao,???
21910883, Rob Leurs,male
21910884, Profs Victor de Lorenzo,male
21910884, Miguel Vicente,male
21910884, Leonardo Da Vinci,male
21910885, Davnah Urbach,???
21910886, Dr Emmanuel K?s,male
21910886, Paul Sabatier,male
21914187, John Carrigan,both
21914187, Rishi Singhal,male
21914224, Rob Weiss,male
21923903, Marvin Newhouse,male
21923903, Harris Jaffe,male
21923903, Jiong Yang,???
21929784, Deutsche Forschungsgemeinschaft,???
21929784, Dr Markus Donner,male
21929784, Patricia Cebula,female
21929785, Dr Anna Maria Masci,female
21929785, Chris Mungall,male
21929785, Lawrence Berkeley Laboratory,male
21929786, Elio Riboli,???
21929786, Anne Tj?nneland,female
21929786, Kim Overvad,both
21929786, Francoise Clavel-Chapelon,???
21929786, Rudolf Kaaks,male
21929786, Heiner Boeing,???
21929786, Antonia Trichopoulou,female
21929786, Franco Berrino,male
21929786, Domenico Palli,male
21929786, Salvatore Panico,male
21929786, Rosario Tumino,both
21929786, Paolo Vineis,???
21929786, Bas Buneo de Mesquita,???
21929786, Petra Peeters,female
21929786, Eiliv Lund,???
21929786, Carlos,male
21929786, Gonz?lez,???
21929786, Aurelio Barricarte,male
21929786, Miren Dorronsoro,???
21929786, Maria Jos? S?nchez,female
21929786, Carmen Navarro,female
21929786, Ram?n Quir?s,???
21929786, Jonas Manjer,male
21929786, Goran Hallmans,???
21929786, Nicholas E Day,male
21929786, Kay-Tee Khaw,???
21929786, Nicholas Wareham,male
21884611, Jeffrey Chuang,male
21884611, Kourosh Zarringhalam,???
21936916, Christine Brower,female
21936916, Ms Malora Zavaglia,???
21939564, Matlab,???
21943292, Thomas Ulas,male
21943292, Dr Maurice Scheer,male
21943292, Alex Riemer,male
21943292, Adam Podstawka,male
21943292, Anne Kummer,female
21943316, Daniela Witten,female
21943333, Prof Yael Mandel-Gutfreund,male
21943333, Dr Hilda David-Eden,female
21943367, Harry Weaver Neuroscience Scholar,male
21951600, MEL,???
21951600, R Friedman,???
21951600, Berg,???
21951600, Bassey,???
21951600, Rossi,???
21951600, Ulrich,???
21951600, Broka,???
21955789, Daniela Cantarella,female
21955789, Simona Destefanis,female
21955789, Riccardo Roasio,???
21955789, George Church,male
21955789, Eva Maria Pinatel,female
21955789, Emily Hannah Crowley,female
21955789, Associazione Italiana,???
21955789, Cancro,???
21955789, Regione Piemonte,???
21957981, Hewlett Packard,???
21957981, Hess,???
21957981, Schuetz,???
21957981, Dr Wendell Jones,male
21957981, Prof Shuming Nie,???
21957981, Dr Jian Liu,???
21957981, Mr Matthew Caldwell,male
21957981, Hassan Khan,male
21957981, Deepak Sambhara,???
21957981, Lauren Smalls-Mantey,female
21961884, Arthur Brady,male
21906284, Dr Jens Jenson,male
22537006, Marcello Varisco,male
22537006, LIBI,???
22537006, Laboratorio di Bioinformatica,???
22537006, Biodiversit? Molecolare,???
22537006, PRIN,???
22537008, Tom Scogland,male
22537008, Alexey Onufriev,???
22537010, Clote,???
22537010, Lou,female
22537010, Clote,???
22537011, Neil Rawlings,male
22537011, Bogus?aw Kluge,???
22507266, Jarek Bryk,???
22507266, Bernhard Haubold,male
22507266, Jai Denton,male
22537038, Jin Chen,???
22537038, Dr Jue Ruan,???
22537038, Steven Salzberg,male
22537038, James Yorke,both
22537038, Yingrui Li,???
22537038, Yinglong Xie,???
22537038, Hao Tan,???
22537038, Ruiqiang Li,???
22537038, Adam Phillippy,male
22537038, Sergey Koren,???
22537040, Yoseph Barash,???
22537040, Benjamin Blencowe,male
22537044, Nadia Pisanti,female
22537044, Claire Lemaitre,female
22537044, Marie-France Sagot,???
22537047, Ian Ehrenreich,male
22537047, Shaun Mahony,male
22524302, Allison Jones,female
22524302, Usha Menon,???
22524302, Helga Salvesen,female
22524302, Heidi Fiegl,female
22530800, Dr Gemma Holliday,female
22530800, Dr Daniel Almonacid,male
22533924, Paolo Besana,???
22533924, Ross Armstrong,male
22533924, Guido Sanguinetti,male
22533924, John Mitchell,both
22471599, Larsson Omberg,???
22471599, Rami Mahdi,???
22471599, Thomas Vincent,male
22471599, Jean-Luc Jannik,???
22545707, Shumaker,???
22475802, William Leung,male
22475802, Alex Gawronski,male
22883957, Kiley,female
22888776, Whirr Mailing,???
22888776, Tom White,male
22888776, Andrei Savu,???
22892030, Flanagan,???
22897900, Dr James Alexander,both
22897900, Dr Robert Page,male
22897900, Dr David Schultz,male
22897923, Nelson Freimer,male
22897923, Joseph DeYoung,male
22897923, Pierre Neuvial,male
22897923, Henrik Bengtsson,???
22901030, John McPherson,both
22901030, Timothy Beck,male
22901054, Lawrence E Hunter,male
22901054, Martha Palmer,female
22901054, Arrick Lanfranchi,???
22901054, Colin Warner,male
22901054, Amanda Howard,female
22901054, Tim O?Gorman,male
22901054, Kevin Gould,male
22901054, Michael Regan,male
22901054, Bob Leaman,male
22901054, David McClosky,male
22901054, Spence Green,male
22901054, Christopher Manning,male
22901054, David Weitzenkamp,male
22852583, Carolyn Lawrence,female
22852583, Amy Toth,female
22909249, Aaron Gallagher,male
22909249, Connor McCoy,male
22909249, Joel Berendzen,male
22909249, Robert Beiko,male
22909249, Tanya Golubchik,female
22909249, Frank Kauff,male
22909249, Cymon J Cox,???
22909249, Brad A Chapman,male
22913485, Anna Shipunova,female
22913485, Anna,female
22913485, David Patterson,male
22913485, Nathan Wilson,male
23320864, Jeremy Semeiks,male
23320864, Dustin Schaeffer,male
23320938, Peter M?ller,male
23320938, Shoudan Liang,???
23320938, Fernando Quintana,male
23320390, Dr Keith A Baggerly,male
23320474, David Beasley,male
23320474, Werner Braun,male
23320474, Dr Reiner Eschbach,???
23320474, David Beasley,male
23320474, Jessica A Lewis,female
23320474, Dr Paul,male
23320474, Wimmer Kay Choi,female
23320474, Werner Braun,male
22920322, Ben Warhurst,male
22920322, Marcin Wawrzyniak,???
22920322, Piotr Michaluk,???
22928840, Generalitat de Catalunya,???
22928880, Programa de Doutorado,???
22928880, Belo Horizonte,???
22928880, Martin Boeker,male
22856673, Arthur Delcher,male
22935054, Zhou,???
22935054, Zhou,???
22935054, Zhou,???
22935054, Zhou,???
22873695, Paul VanAllsburg,male
23216858, Martin Weigt,male
22873729, Obradovic,???
22873729, Du?an Ramljak,???
22876807, William Pearse,male
22876834, Piet Jones,male
22876834, Winetech,???
23231059, Gregory Nuel,male
23234608, JC Murray,male
23234608, ML Marazita,???
23234608, RG Munger,???
23234608, AJ Wilcox,???
23234608, Weir,???
23234608, Laurie,female
23234608, Manolio,???
23234608, Doheny,???
23234608, H Ling,???
23234608, Hetmanski,???
23234608, Laurie Finally,female
23234608, Moiz Bootwalla,???
23237380, Buske,???
23237380, Bailey,male
['None'], Steven Leard,male
['None'], Suzi Smith,male
['None'], Robin Dowell,both
['None'], Matthew Hibbs,male
['None'], Jonathan Eisen,male
['None'], CEBio,???
['None'], Foster Lab,male
['None'], MURI,???
['None'], Foster,male
['None'], Lynch,???
['None'], H Tang,???
['None'], Finkel,???
['None'], Arndt,???
['None'], Haeseler,???
['None'], Ortrun Mittelsten Scheid,???
23282463, Jaillon,???
23282463, Vandenkoornhuyse,???
23282463, Rizk,???
23282463, Gauthier,???
23281593, Jens Stoye,male
23281593, Marie Curie Fellowship,female
23281593, Alain Bensoussan,male
['None'], Bernard Moret,male
23281630, CNPq,???
23281654, Rand Swenson,male
23281809, Eric Rivals,male
23281809, Olivier Gascuel,???
23281809, Abdoulaye Banire Diallo,male
23281809, Brendan Frey,male
23281809, Guillaume Bourque,???
23281809, Isabelle Lacroix,female
['None'], Metazoan Phylogeny,???
23256889, Ms Wenying Xu,???
23256889, Dr,???
23256889, Zhang,???
23256889, Dr Yi Ling,???
23256889, Dr Wei-xuan Wang,???
23256889, Dr Guang-bin Zhang,???
23256889, Dr You-song Peng,???
23259794, Irina Tuszynska,???
23259794, Anna Philips,female
23259833, Dr Peter Kunszt,male
23270311, Zhou,???
23198695, Dr Lei Nie,???
23198735, William Noble,male
23198735, Evan Eichler,male
23216909, ARRA,???
23216942, Hepatitis,???
23281929, Sakarindr Bhumiratana,???
23281929, Mongkut,???
23281929, Thaweesak Koanantakool,???
23281929, Kanyawim Kirtikara,???
23281929, Chutima Chaochaiya,???
23281929, Wannipha Tongsima,???
23281929, Isobel Peters,female
23281969, Mohie Eldin,???
23281969, Sanguthevar Rajasekaran,???
23282026, Samuel Croset,male
23282026, Saqib Mir,???
23282098, Chiu,???
23282098, Allan Lo,male
23282098, Emily Chia-Yu,female
23282138, Wee Choo Puah,???
23282174, Sharene Lin,???
23282174, Wong,male
23282174, Koh,???
23282238, Lim,male
23281600, Dr Kanungnit Congpuong,???
23281600, Dr Aungkana Saejeng,???
23281600, Dr Sastra Chaotheing,???
23281650, Biopolis,???
23281855, Mr Zhenhua Li,???
23281916, Motta,???
23281941, Shady Issa,???
23282180, Magdy Nagi Also,???
23282180, Engr Mohammad Ga,male
23282245, Tanya Singh,female
23282245, Goutam Mukherjee,???
23282245, Mr Bharat Lakhani,???
23216969, Astellas,???
23216988, Tahir Mehmoods,???
23216988, Jonas Warringer,male
22330431, Mestres,???
22330431, Dept Genetics,???
22333067, Researcher Awards,???
22333114, Kourosh Zarringhalam,???
22333114, Peter Clote,male
22296803, Dr Mirela Andronescu,???
22296803, Dr David H Mathews,male
22348444, Amy Rossman,female
22305354, Dr Thibault Jombart,???
22313678, Sharon Milgram,female
22313678, David Landsman,male
22313678, Virginia LoCastro,female
22313678, Loren Hansen,male
22313678, Ben Busby,male
22313678, Jeff Skinner,male
22313678, Charles Vinson,male
22313678, Leila Taher,female
22313678, Verma Walker,male
22316103, Mark Rosen,male
22316103, John Tomasezewski,both
22316103, Michael Feldman,male
22316103, Andrew Janowczyk,male
22316103, Dr Jonathan Chappelow,male
22316103, Dr James Monaco,both
22316103, Wallace,male
22316103, Coulter Foundation,???
22321652, Clive Hoggart,male
22321695, Elizabeth Jurrus,female
22321695, Tolga Tasdizen,???
22321695, Steven Peltier,male
22321695, Andrew Noske,male
22321695, Guy Perkins,male
22321695, Eric Bushong,male
22321695, James Obayashi,both
22321695, Masako Terada,female
22233380, Nadir Kucun,???
22233380, Markus Pauly,male
22233380, Zischler,???
