PMID, Ack, Gender 
20562415, Heidi Hauser,female
20562415, Danielle Walker,female
20505002, Stephen Altschul,male
20505002, John Wilbur,both
20505002, Anna Panchenko,female
20505002, Mileidy Gonzalez,???
20505002, Eva Czabarka,female
20507895, Khalid Zuberi,male
20507895, Quentin Shao,male
20507895, Javier Diaz,male
20519284, Aur?lie Comte,???
20519284, Anne Niknejad,female
20519284, Emilie Person,female
20591907, Sylvia Richardson,female
20591907, David Balding,male
20591907, Mark Beaumont,male
20591907, Christian Robert,male
20591907, Scott Sisson,male
20591907, Justina Norkunaite,female
20505005, Kevin Livingston,male
20495000, Park,male
20495000, Blake,male
20495000, Hill,male
20495000, Roth,???
20495000, Berriz,???
20513665, Loubna Akhabir,???
20513665, Scott Brown,male
20513665, Andrew Sandford,male
20472541, Dmitriy Ryaboy,???
20472541, Peter Alvaro,male
20472541, Perl,???
20472541, Daniel Klevebring,male
20472541, Magnus Bjursell,male
20472543, Francis Lim,male
20472543, Kurt McMillan,male
20472543, Yifeng Liu,???
20472543, Shannan Ho Sui,female
20472543, Michael Smith Foundation,male
20472540, Javier Castellanos,male
20472540, Alex Slater,male
20472540, Tom?s Norambuena,???
20472540, Manfred Sippl,???
20472540, Andrej Sali,???
20427516, Lothar Willmitzer,???
20427516, Frank Cordes,male
20444836, Andrej Sali,???
20444836, Ben Webb,male
20444836, Mallur Madhusudhan,???
20444836, David Houldershaw,male
20444836, Derek Taylor,male
20444836, Topf,???
20472544, Eugene Koonin,male
20472544, Thomas Meier,male
20410051, Dr Sergei Filichkin,???
20410051, Samuel Fox,male
20410051, Mark Dasenko,male
20410051, Steve Drake,male
20410051, Chris Sullivan,male
20410051, Scott Givan,male
20448138, Patrick Amar,male
20413635, Lisa N Kinch,female
20413635, Jimin Pei,???
20413635, Jeremy Semeiks,male
20413635, Welch,???
20529895, Guillaume Dugas,???
20529895, Khalid Belkhir,male
20529896, Mike Steel,male
20529896, Yufeng Wu,???
20529896, Allan Wilson,male
20529896, Regula Rupp,???
20529897, Jacques Pecreaux,male
20529897, Horatiu Fantana,???
20529897, Nathan Clack,male
20529897, Hanchuan Peng,???
20529898, Nikos Poulakakis,???
20529898, Casey Dunn,male
20529898, Nicolas Salamin,male
20529898, Stephen A Smith,male
20529898, Olaf Bininda-Emonds,male
20529898, Nick Pattengale,male
20529899, Simone Linz,female
20529900, Daoud Sie,male
20529900, VICI,???
20529902, John Hogenesch,both
20529902, Gaihua Zhang,???
20529902, Wenying Xu,???
20529902, Yi Ling,???
20529902, Daofeng Li,???
20529902, Jingna Si,???
20529902, Fei,???
20529902, Tingyou Wang,???
20529905, Dr Fengyu Zhang,???
20529905, Dr Xiaofeng Zhu,???
20529911, Barkai,???
20529911, Gasser,???
20529911, Z Itzhaki,???
20529911, Kaplan,???
20529911, PD Kaufman,???
20529911, OJ Rando,???
20529911, Regev,???
20529911, Yassour,???
20529911, Wapinski,???
20529911, Weissman,???
20529911, Collins,male
20529911, Krogan,???
20529911, Eshkol,???
20529911, Rudin,???
20529912, Jorge Garcia,male
20529912, Erich Weiler,male
20529912, Alexander Wolfe,male
20529912, Victoria Lin,female
20529913, Science,???
20529915, Xianghong Jasmine Zhou,female
20529915, Alfred,male
20529916, Vijay Pande,???
20529916, Nina Singhal,female
20529917, Michael Zuker,male
20529917, Ivo Hofacker,???
20529918, Matt Menke,male
20529918, Michael Baym,male
20529918, Noah Daniels,male
20529918, Charlie O,male
20529918, Donnell,male
20529919, Chang,???
20529919, Dr Y-C Wu,???
20529919, Yeh,???
20529919, Wong,male
20529921, Gunnar Schr?der,male
20529921, Marc Morais,male
20529921, Matthew Baker,male
20529921, Yao Cong,???
20529921, Steve Ludtke,male
20529921, Donghua Chen,???
20529921, Xiangan Liu,???
20529921, David Woolford,male
20529921, Junjie Zhang,???
20529922, Dr John McGee,both
20529922, Mats Rynge,???
20529923, Dr Nicholas Schork,male
20529923, Dr Vineet Bafna,???
20529924, Inmar Givoni,???
20529925, Sheila Reynolds,female
20529926, Adrian Dalca,male
20529927, Brown,male
20529927, Brunner,???
20529927, Yaghoubi,???
20529929, Veli M?kinen,???
20529929, Durbin,???
20529930, Chikashi Nobata,???
20529930, Rune Saetre,???
20529930, Nobuhiro Kikuchi,???
20529931, Tzumin Lee,both
20529931, Gerry Rubin,male
20529931, Julie Simpson,female
20529931, Benny Lam,male
20529931, Gene Myers,male
20529931, Ting Zhao,???
20529931, Jun Xie,???
20529931, Margaret Jefferies,female
20529932, Robert Leaman,male
20529933, Arto Klami,???
20529933, Multibio,???
20529934, Dr Wilhelm Haas,male
20529934, Dr Stephen E Stein,male
20529936, Guo,???
20529936, Alfred P Sloan Fellowship,male
20529937, Mitya Chklovskii,???
20529937, Johannes Schindelin,???
20529938, Wong,male
20529938, Lichtman,???
20529938, Ting Tsung,???
20529938, Wong,male
20529939, Ghislain Bonami,???
20529939, Sumit Chanda,female
20529939, Daniel Rines,male
20529941, Tomas M Asbury,male
20529941, Elizabeth G Hill,female
20529941, John H Schwacke,both
20529941, Kellie J Sims,female
20529941, Alan Wilder,male
20529941, Yusuf Hannun,male
20529942, G?tz Fabian,male
20529942, Marcel Hanke,male
20529942, Atif Iqbal,???
20529942, Amina Abdulla,female
20529942, David Hill,male
20529942, Midori Harris,male
20529942, Robert Stevens,male
20529942, Simon Jupp,male
20529942, Rainer Winnenburg,???
20529942, Christof Winter,female
20529942, Anne Tukkannen,female
20529942, Alexander Mestiashvili,male
20472545, Wayne Fisher,male
20472545, Linda Gunn,female
20375113, Fr?d?ric Sch?tz,???
20375113, Toby Johnson,male
20110278, Royden Clark,male
20106815, Marija Buljan,???
20106815, Stephen Pettitt,male
20106818, Harris Procopiou,male
20106818, Gregory Loichot,male
20106818, Nathalie Lachenal,female
20080505, Zemin Ning,???
20080505, Kimmo Palin,???
20081223, Zsuzsanna Dosztanyi,???
20081223, Dietlind Gerloff,???
20081223, Marco Punta,male
20081223, Reinhard Schneider,???
20081223, Anna Tramontano,female
20080511, Jens Reeder,male
20080511, Georg Sauthoff,???
20080511, GAPc,???
20080511, Robert Homann,male
20080511, Stefanie Schirmer,female
20053840, Yoshinobu Kano,???
20071372, Gary Dillon,male
20071372, Jacqui McQuillan,???
20071372, Anna Protasio,female
20053844, Mr Michael Chiu,male
20089514, Haim Ashkenazy,???
20089514, Edmond J Safra Bioinformatics,male
20081222, Peter Andrews,male
20080508, Dr Matthias Mann,male
20080508, Max Planck Institute,male
20080508, Martinsried,???
20080508, Dr Matthias Selbach,male
20089515, Rede Fiocruz,???
20089515, Plataforma de Bioinform?tica,???
20089515, Coordena??o de Aperfei?oamento de Pessoal,???
20089515, Funda??o de Amparo,female
20089515, Programa Estrat?gico de Apoio,???
20089515, PAPES,???
20385730, Gilad Wainreb,???
20385730, Maya Schushan,female
20385730, Edmond J Safra Bioinformatics,male
20363728, Dr Robert Mecham,male
20363728, Dr Sean McLean,male
20371498, Fabian Birzele,male
20371498, Peter R?gen,male
20223834, Dr J Satagopan,???
20335276, Veida Elliott,male
20335276, Raquel Maddox,female
20228128, Nadja Betzler,???
20228128, Jean-No?l Monette,???
20228128, Pierre Schaus,male
20299325, Nico Pfeifer,male
20299325, Pflanzliche Sensorhistidinkinasen,???
20400755, Thomas Schiex,male
20400755, J?r?me Gouzy,???
20400755, Christophe Caron,male
20400755, Veronique Martin,male
20400755, Delphine Vincent The,female
20400755, Dr Cl?mentine Vitte,???
20400755, G?noplante,???
20219865, Christof Francke,???
20219865, Bas Dutilh,???
20299324, Yoshihara,???
20861030, Val?rie Cognat,???
20861030, Nicolas Delhomme,male
20861030, Patrick Aboyoun,male
20861030, Julien Gagneur,male
20861030, Richard Bourgon,male
20861030, Wolfgang Huber,???
20861030, Institut Curie,???
20880955, Cyrus Chothia,male
20880955, Derek Wilson,male
20880955, Daniel Hebenstreit,male
20880955, Rouslan Moukhametzianov,???
20880955, Madhav Sukumaran,???
20880955, Gabriella Frigerio,female
20880955, Guilhem Chalancon,???
20926419, Harsha Gowda,???
20926419, Kumaran Kandasamy,???
20926419, Akhilesh Pandey,???
20926419, Elham Alizadeh,???
20926419, Celeste Lyn Paul,female
20861026, Toni Gabald?n,female
20861026, Eduardo Eyras,male
20861026, Charles E Chapple,male
20870642, Tetsuo Shibuya,???
20826881, John Wootton,both
20826881, David Landsman,male
20826881, Roy Navon,male
20826881, Weijun Luo,???
20826881, GAGE,???
20810602, Wilbur,male
20810602, Yeganova,???
20810602, GC Murray,male
20810602, D Comeau,???
20810602, Smith,male
20739310, Jean-Jacques Codani,???
20739310, Laurent No?,???
20739310, Matthias Gall?,male
20739307, Hilmar Lapp,???
20739307, Chris Fields,male
20739308, Dr Lee Whitmore,both
20739308, Dr Andrew Miles,male
20739308, Ben Woollett,male
20739308, Dr David Houldershaw,male
20739308, William R Taylor,male
20733063, Andras Aszodi,???
20733063, Pascal Benkert,male
20733063, Tobias Schmidt,male
20733063, Eigen,???
20798169, Cynthia Pfannkoch,female
20798169, Shannon Williamson,both
20829444, Karp,???
20829444, Rima Kaddurah-Daouk,???
20829444, Wishart,???
20733061, Dr Maor,???
20733062, Dr J Klemm,???
20702402, Guillaume Smits,???
20702402, Johan Rung,male
20702402, Richard Jeffs,male
20702402, James Smith,both
20702402, Paul Bevan,male
20702402, Sanger Webteam,???
20702402, Andrew Bryant,male
20679333, Pieter van Beek,???
20679333, SARA Computing,???
20679333, Anand Gavai,???
20679333, Stijn van Dongen,???
20702398, Gabor Bakos,???
20702398, Kevin Sullivan,male
20702398, John Quinn,both
20709690, Dr William Black,male
20624781, Rui-Sheng Wang,???
20624781, Jianxin Wang,???
20624781, Minzhu Xie,???
20624781, Zhixiang Chen,???
20624781, Zhiyu Zhao,???
20634204, Anne Jackson,female
20634204, Karen Mohlke,female
20634204, Laura Scott,female
20647521, Yves Sucaet,???
20647521, Eve Wurtele,female
20647521, Jesse Walsh,male
20656902, Cytoscape,???
20656902, Institut Pasteur,???
20656902, Cytoscape,???
20656902, Cytoscape Web,???
20628074, Stephen Evanchik,male
20628074, Martin Senger,male
20823302, Dr Alexander Sczyrba,male
20823302, Dr Richard Reinhardt,male
20823302, Dr Christopher Quince,male
20823304, David Adams,male
20823304, Sanger,???
20823305, Amnon Amir,male
20823307, Ronny Lorenz,male
20823308, Ms Raheleh Salari,???
20823311, Solange Karsenty,???
20823311, Menachem Fromer,male
20823311, Noam Kaplan,???
20823313, Simon Mitternacht,male
20823315, Sangsoo Kim,both
20823315, Seon-Young Kim,both
20823316, George Michailidis,male
20823318, Ewa Aurelia Miendlarzewska,female
20823318, Sven Bergmann,???
20823319, Kjell Petersen,???
20823319, Peter Fischer Hallin,male
20823319, Torbj?rn Lium,???
20823319, Villum Foundation,???
20823322, Fidel Ram?rez,male
20823322, Alejandro Pironti,male
20823323, Rhonda Oliver,female
20823323, Audrey McCulloch,female
20823323, Gert Vriend,???
20823323, Barend Mons,???
20823323, Jan Velterop,male
20823323, Hailiang Mei,???
20823323, Wiki,???
20823323, Lars Juhl Jensen,male
20823323, Sean O'Donoghue,male
20823324, Christine Solnon,female
20823325, Mark Stitt,male
20823325, Waltraud Schulze,???
20823325, Ronan Sulpice,male
20823325, Eva-Theresa Pyl,???
20823325, Max Planck Society,male
20823327, Anika Joecker,female
20823327, Maria F?lth,female
20823327, Stephan Gade,male
20823327, Marc Johannes,male
20823327, Alexander Kerner,male
20823327, Dirk Ledwinka,male
20823328, Delphine Ropers,female
20823328, Maria Pia Cosma,female
20823328, Diego di Bernardo,male
20823329, Natasa Przulj,???
20823329, Funda??o,???
20823330, Han Brunner,???
20823330, Martin Oti,male
20823330, van Driel,???
20823330, Regione Piemonte,???
20823331, Salim Chowdhury,???
20823331, Mehmet Koyut?rk,???
20823331, David DesJardins,male
20823333, Kenny Billiau,male
20823333, Innovatie,???
20823333, Wetenschap,???
20823335, Rolf Kabbe,male
20823335, Karlheinz Gro?,???
20823335, Marc Hemberger,male
20823335, Maik Lehmann,???
20823335, Akademischer Auslandsdienst,???
20663846, Deutsch,???
20663846, Bloom,???
20663846, L?hdesm?ki,???
20663846, Diercks,???
20663846, Fu,???
20663846, Nachman,???
20663846, Marzolf,???
20663846, Rodriguez,???
20663846, Rowen,male
20651112, Peptide Prophet,???
20651112, Dougie Lamont,male
20651112, Dr David Campbell,male
20651112, Dr Tom Walsh,male
20605927, Regina Samaga,female
20605927, Axel von Kamp,male
20605927, Biomedicine,???
20616382, Michael Boehnke,male
20616382, Hyun Min Kang,???
20616382, Anne Jackson,female
20616382, PI Lin,???
20639541, James Taylor,both
20639541, Heng Li,???
20639541, Martin Deacutis,male
20639541, Lincoln Stein,male
20639541, Perl,???
20605928, Chung-Yen Lin,???
20605928, Chieh-Hua Lin,???
21330289, Alistair Chalk,???
21330289, Nick Matigian,male
21357576, Jianguo Rao,???
21357576, Jeff Christiansen,male
21357576, Duncan Davidson,male
21357576, Lalir Kumar,???
21357576, Mei Sze Lam,???
21349873, Paul Thompson,male
21349868, Institut Curie,???
21278190, Glenn Proctor,male
21278190, Andreas Kahari,male
21278190, Marc Hoeppner,male
21278190, Alejandro Sifrim,male
21310745, Max Schobert,male
21310745, Patrick J?kel,male
21372082, Renee Otten,female
21372082, Thomas Goddard,male
21372082, Python,???
21372082, VIDI,???
21330287, Susanne Balzer,female
21330287, Christopher Quince,male
21330287, Erick Matsen,male
21278186, Wu,???
21278186, Su-Wei Hsu,???
21278186, Chuang,???
21278186, Chang,???
21278186, Shurong Zheng,???
21296753, Poul F Nielsen,???
21325301, Guy Cochrane,male
21325301, Micaela Gallozzi,female
21325301, Nick Gresham,male
21325301, Nicole Rusk,female
21325301, Bruno Strasser,male
21325301, Jonathan Wren,male
21325301, Bergman,???
21325301, J?rg Hakenberg,???
21325301, Jean-Stephane Joly,???
21325301, Sam Griffiths-Jones,male
21325301, Adriaan Klinkenberg,???
21325301, Goran Nenadic,???
21325301, Pedro Olivares-Chauvet,male
21700674, Henrik Flyvbjerg,???
21685047, Vilas,???
21700675, Jochen Supper,???
21700675, Akira Funahashi,female
21700675, Toshiaki Katayama,???
21666269, Drs Varda Oron-Karni,???
21666269, Orly Yaron,???
21666269, Judit Kovarsky,???
21666269, David Golan,male
21666269, Zvi Bentwich,???
21666269, Drs Eran Bacharach,???
21666269, Eran Halperin,???
21666269, Dana Braff,both
21666269, Shomron,???
21666269, Ori Levi Foundation,male
21666269, Wolfson,???
21697132, R Berutti,???
21697132, Muggiri,???
21697132, Podda,???
21697132, Reinier,???
21666267, Manfred Claassen,???
21666267, Alexander Leitner,male
21666267, Franz Herzog,male
21666267, Thomas Walzth?ni,male
21994224, Christian Perez-Llamas,male
21994224, David Gonz?lez,male
21994224, Julien Lagarde,male
21994224, Robert Castelo,male
21994224, Mark Kon,male
21994224, Manolis Kellis,???
21994224, Ana Rojas,female
22034521, EJ Dodson,???
22034521, Rossmann,???
22006916, Alan Rubin,male
22006916, Michael Hoffman,male
22006916, William Noble,male
22025480, Nolte,???
22025480, Kapun,???
22025480, Wengel,???
22025480, Populationsgenetik,???
21998154, Arnoldo Frigessi,male
21998153, Rainer Lehtonen,???
21998153, Virpi Ahola,???
21998153, Ilkka Hanski,???
21998153, Panu Somervuo,???
21998153, Lars Paulin,male
21998153, Petri Auvinen,???
21998153, Liisa Holm,???
21998153, Patrik Koskinen,???
21998153, Pasi Rastas,???
21998155, Daphna Meroz,???
21998155, Amit Ashkenazi,male
21998156, Dr Won Kim,both
21148542, Kiyoshi Asai,male
21148542, Hisanori Kiryu,???
21148542, Takeaki Uno,???
21148542, Tetsuo Shibuya,???
21148542, Yasuo Tabei,???
21148542, Martin Frith,male
21186244, Dr F Peri,???
21216778, Taylor,male
21216778, R Yip,???
21216778, Isaac,male
21169378, Emmanuel Paradis,male
21169378, Eric Bapteste,male
21169378, Philippe Lopez,???
21169378, Thibaut Jombart,???
21123221, Christian Anthon,male
21123221, Peter Menzel,male
21148543, Herve Tettelin,???
21148543, Jason Stahl,male
21148543, Dave Rasko,male
21148543, Florian Fricke,male
21148543, David Riley,male
21134891, Florian Kiefer,male
21127034, D Gfeller,???
21127034, Hui,???
21127034, Li,???
21127034, R Ammar,???
21127034, Bader,???
21258060, WIST,???
21258060, Ralph Santos,male
21258060, PCAPStore,???
21258060, WIST,???
21169372, Dr Li Ding,???
21127032, Mavrommatis Konstantinos,???
21088024, Jakob Hull Havgaard,male
21088024, Larry Croft,male
21088024, Lundbeck,???
21088024, Arndt,???
21088024, Arndt,???
21098433, Jose Riquelme,male
21098433, Monica Ray,female
21098433, Ray,male
21098433, Claudio Arjona,male
21098433, Recherche,???
21098433, Maladies Cardiovasculaires,???
21098433, Grant,male
21081511, Akhtar,???
21081511, SJ Bartels,???
21081511, Costessi,???
21081511, Koeppel,???
21081511, EN Kouwenhoven,???
21081511, Lohrum,???
21081511, JH Martens,???
21081511, Smeenk,???
21081511, Zhou,???
21075741, Taylor,male
21075741, DTP Tang,???
21075741, Wood,male
21075741, Waddell,???
21075741, K Kassahn,???
21134889, Raymond Auerbach,male
21134889, Wasay Hussain,???
21062764, Christopher Cramer,male
21088025, Science,???
21593132, Dr David Martin,male
21593132, Dr Tom Walsh,male
21596792, Rob Spencer,male
21636594, Dr Anan Jongkaewwattana,???
21636594, Eakasit Pachawongsakda,???
21596790, Dr Laura Kerov-Ghiglianovich,female
21685059, Ohta,???
21685059, Wang,???
21685061, Marc Parisien,male
21685061, Ronny Lorenz,male
21685062, Hamidreza Chitsaz,???
21685062, Daniel Lokshtanov,male
21685062, Glenn Tesler,male
21685069, Delphine Ropers,female
21685070, Drs Mina Bissell,female
21685070, Ren Xu,???
21685070, Alfred P Sloan Fellowship,male
21685073, Oliver Stegle,male
21685073, Barbara Rakitsch,female
21685073, Chlo?-Agathe Azencott,???
21685075, Herbert Thiele,male
21685075, Bruker Daltonik,???
21685075, Prof Ferdinand von Eggeling,male
21685075, Michael Becker,male
21685075, S?ren Deininger,???
21685075, Bruker Daltonik,???
21685075, Michael,male
21685075, Chen Sagiv,???
21685075, Oliver Kesz?cze,male
21685076, Tzumin Lee,both
21685076, Gerry Rubin,male
21685076, Richard Tsien,male
21685076, Ann-Shyn Chiang,???
21685076, Greg Jefferis,male
21685076, Howard Hughes,male
21685077, Helen Berman,female
21685077, John Westbrook,both
21685077, Izaak Walton Killam Memorial,male
21685078, Mukul,???
21685078, Bansal,???
21685078, Martin N?llenburg,male
21685080, Tomi Pastinen,???
21685081, Matthew D Rasmussen,male
21685081, Manuel Garber,male
21685082, Feenstra,???
21685082, Fokkink,???
